	example_id	 text	 aspect_term	 term_location	 class	asp_dep_words
2503	2273_1	their sushi kamikaze rolls fresh well present	kamikaze	13--21	1	kamikaze rolls
1422	2967_0	good french restaurant area devoid decent restaurant unless 're eat 4 pound pastrami sandwich katz ' deli mexican food supply capable restaurant	pastrami sandwich	97--116	0	katz pound pastrami sandwich 4 eat
1310	483_0	while plenty place go good corn beef sandwich katz 's charm	corn beef sandwich	50--70	1	katz sandwich corn beef
2452	2016_1	we begin cheese fondue artisanal blend add apple kielbasa dip	kielbasa	75--83	0	kielbasa dip
3089	2129_0	killer sushi	sushi	7--12	1	killer sushi
2809	2994_0	kind attentive wait staff	wait staff	16--26	1	kind attentive wait staff
995	614_1	it lot fun live entertainment kind disney type special effect	special effect	72--87	1	kind entertainment it effect live special type disney
2779	2927_1	the decor place diner ish kind place expect east village not romantic simple small sparse	place	58--63	1	kind place diner expect
3220	182_4	i like samosa chai whole dosas dhal kinda disappointing	dhal	60--64	-1	kinda dhal
2855	2963_1	their wine glass great accompaniment eat like king wine $ 30	wine	84--88	0	king glass like eat wine
2854	2963_0	their wine glass great accompaniment eat like king wine $ 30	wine glass	6--24	1	king like their 30 glass eat wine
3368	1534_2	i n't expect like nosh much i pastrami challah sandwich i otherworldly soup like mom 's knish give yonah schimmel 's run money	knish	142--149	1	knish soup like mom
2110	488_1	i would get cole slaw knish stomach space	knish	41--46	0	knish space
1430	297_1	and conclusion culinary nightmare check give table knock glass water	table	76--81	0	knock table
195	2548_0	pizza garlic knot great well i order quite often delivery always super quick	pizza	0--5	1	knot pizza
67	324_0	them ask ask detailed question know special	special	75--83	0	know special
1204	1727_1	the house lady dj saturday night outrageously good taste music moreover take request	in house lady dj	4--20	1	lady the outrageously dj house
672	3081_1	i recommend garlic shrimp okra bindi anything lamb	lamb	63--67	1	lamb bindi anything recommend
673	3081_2	i recommend garlic shrimp okra bindi anything lamb	okra bindi	31--43	1	lamb bindi garlic okra shrimp
2188	2899_0	the bread lamb chop i meal quite good however	bread	4--9	1	lamb bread
968	2882_1	the sweet lassi excellent lamb chettinad garlic naan rasamalai forgettable	lamb chettinad	41--55	1	lamb chettinad forgettable excellent lassi
967	2882_0	the sweet lassi excellent lamb chettinad garlic naan rasamalai forgettable	sweet lassi	4--15	1	lamb chettinad the sweet lassi
2190	2899_2	the bread lamb chop i meal quite good however	meal	42--46	0	lamb chop good i meal
2189	2899_1	the bread lamb chop i meal quite good however	lamb chop	14--24	1	lamb chop the meal bread
3056	934_0	the lamb meat cooked extremely chewy	lamb meat	4--13	-1	lamb cooked the meat
2382	2076_1	try spicy shrimp appetizer not great value world worth price lamb vindaloo great	lamb vindaloo	104--117	1	lamb great price value world vindaloo worth
711	1435_6	quality food excellent price cheap stick pork fish chicken lamb vegetable	vegetable	88--98	1	lamb pork food fish cheap stick vegetable chicken
853	2912_1	the dish offer unique tasty fresh lamb sausage sardine biscuit large whole shrimp amazing pistachio ice cream best fresh i 've ever	lamb sausage	62--75	1	lamb sausage sardine
854	2912_2	the dish offer unique tasty fresh lamb sausage sardine biscuit large whole shrimp amazing pistachio ice cream best fresh i 've ever	sardine biscuit	77--99	1	lamb sausage sardine offer biscuit tasty fresh cream
2510	958_0	i choose go one special braised lamb shank red wine excellent	braise lamb shank red wine	44--74	1	lamb shank one red excellent go braised special wine
1304	2767_0	whether 's parmesan porcini souffle lamb glaze balsamic vinegar surely transport northern italy one bite	parmesan porcini souffle	17--42	1	lamb souffle 's whether glaze parmesan porcini
1305	2767_1	whether 's parmesan porcini souffle lamb glaze balsamic vinegar surely transport northern italy one bite	lamb glaze balsamic vinegar	50--83	1	lamb souffle vinegar balsamic glaze surely parmesan porcini transport
2511	958_1	i choose go one special braised lamb shank red wine excellent	special	31--38	1	lamb special
974	2041_0	the best thing i taste lambchop	lambchop	33--42	1	lambchop thing taste
1190	1586_0	the food portions are really large	food portions	4--17	1	large food the portions
3186	3638_1	we figure never argentinian pizza grab lunch share large pelligrini pizza two special one goat cheese blue cheese excellent	lunch	67--72	0	large lunch
3118	1649_1	this place really fresh sushi nice large menu japanese classic cuisine	menu	50--54	1	large menu sushi nice
2481	2737_3	the service excellent decor great food delicious come large portion	portion	91--99	1	large portion come
2402	1457_2	my wife i usually order one primo one secondo split tend offer large portion	portion	108--116	1	large portion offer
666	1579_0	and really large portion	portion	17--25	1	large portion really
637	1622_1	the portion large server always surprise u different starter	server	31--38	1	large portion starter server
855	2912_3	the dish offer unique tasty fresh lamb sausage sardine biscuit large whole shrimp amazing pistachio ice cream best fresh i 've ever	large whole shrimp	101--119	1	large shrimp whole cream
504	3085_2	the place large feature adequate seat unlike joint bar deserve mention	place	4--9	1	large the place
1862	3483_0	however i work dinner not long ago colleague london notice large waterbug ceiling	ceiling	119--126	-1	large waterbug notice ceiling
2635	1900_0	had late night dinner saturday night	dinner	17--23	0	late dinner had night
916	3701_0	late nite omelletes not good no variety	omelletes	10--19	-1	late good omelletes nite variety
3020	2029_0	we run little late reservation n't problem get table immediately	reservation	29--40	0	late reservation little problem get
1620	782_1	great food great lay awesome service	lay	18--25	1	lay service
1624	3148_2	ive ask cart attendant lotus leaf wrap rice reply back rice walk away	rice	78--82	0	leaf back walk wrap reply rice
1623	3148_1	ive ask cart attendant lotus leaf wrap rice reply back rice walk away	lotus leaf wrap rice	33--56	0	leaf lotus back walk wrap ask reply attendant rice
1199	369_1	we laugh finally offer u dessert menu leave 10 percent tip generous i feel	tip	78--81	1	leave 10 percent tip
19	296_6	they not mayonnaise forget toast leave ingredient ie cheese omelet hot temperature bacon cook crumble plate touch	omelet	86--92	0	leave cheese omelet crumble
1161	1312_0	the two star chef leave quite time ago open place	chef	13--18	0	leave chef the star two
2950	2088_0	decor leave something desire	decor	0--5	-1	leave decor
1500	2365_0	someone else recommend dessert also leave	dessert	29--36	-1	leave dessert
325	375_0	word advice save room pasta dish never leave 've tiramisu	pasta dish	30--42	1	leave dish pasta room
3172	2672_0	we leave one drink	drink	18--23	0	leave drink one
3229	2207_1	and although table open next u asked slightly large space leave u awkwardly seat	space	77--82	0	leave large slightly space
102	3207_0	we always delicious meal always leave feel satisfy	meal	27--31	1	leave meal
402	1008_0	you order menu leave feel like miss full experience	menu	17--21	-1	leave menu
3476	1808_0	however 's service leave bad taste mouth	service	18--25	-1	leave service
1983	1196_1	the service awful last time i i mean last time tell need table would leave	table	112--117	-1	leave table need
2870	1906_0	my husband i enjoy 6 taste size portion leave completely full	portion	50--58	1	leave taste portion size 6
326	375_1	word advice save room pasta dish never leave 've tiramisu	tiramisu	80--88	1	leave tiramisu 've
13	296_0	they not mayonnaise forget toast leave ingredient ie cheese omelet hot temperature bacon cook crumble plate touch	toast	41--46	-1	leave toast
2703	3091_1	the puke green wall leave lot desire food good	wall	15--20	-1	leave wall the green puke
1665	3530_0	it 's like take leftover chicken pour oil sprinkle pepper powder sauce translucent red	chicken	29--36	-1	leftover chicken take
1943	2300_0	less wait time	wait time	5--14	1	less time wait
702	461_0	friendly staff actually let enjoy meal company 're	staff	9--14	1	let friendly staff
2522	1226_1	actually get 2 salad worth u take home add lettuce	lettuce	73--80	0	lettuce add
3313	2573_1	although look regular lettuce walnuts salad get great	lettuce	37--44	0	lettuce salad
3312	2573_0	although look regular lettuce walnuts salad get great	salad	66--72	1	lettuce walnuts regular salad get
247	678_0	the night $ 30 three course meal everything delicious i could lick plate clean i would	three course meal	31--48	1	lick $ everything 30 three course meal
25	3359_0	the pizza best like thin crust pizza	pizza	4--9	1	like crust thin the best pizza
26	3359_1	the pizza best like thin crust pizza	thin crust pizza	34--52	0	like crust thin the best pizza
936	3393_0	for many people may not seem like authentic thai food place nyc arent quite authentic	thai food	51--60	-1	like food arent seem authentic thai
3219	182_3	i like samosa chai whole dosas dhal kinda disappointing	dosas	49--55	-1	like i chai dosas whole samosa
1760	142_2	try congee donut like deep fry dough call ow ley soh delicious sweet taste bread	donut like deep fry dough call ow ley soh	23--71	1	like ley soh deep try donut dough congee ow call fry bread
1850	505_0	even well know cook french classic like steak au poivre songlet without burn death overcook	steak au poivre	56--71	1	like poivre songlet au cook steak
2713	1127_1	i like food quasi thai restaurant	quasi thai	25--35	1	like restaurant i food quasi thai
1759	142_1	try congee donut like deep fry dough call ow ley soh delicious sweet taste bread	bread	103--108	1	like taste soh deep try dough delicious ley ow call fry sweet bread
1142	2433_2	there also limited seating substantial wait get food peak time	wait	66--70	-1	limited seating get there also substantial wait
3548	3567_0	we get line serve line banyan fritter	banyan fritter	47--61	0	line banyan serve fritter
1080	1021_1	i usually go later night i get work i n't deal crowd line	crowd	83--89	-1	line crowd
1079	1021_0	i usually go later night i get work i n't deal crowd line	line	93--98	-1	line crowd deal
3549	3567_1	we get line serve line banyan fritter	serve	24--30	0	line fritter serve get
890	1632_0	still quibble bill set pour your own measure liquor courtesy house	measure liquor	69--88	1	liquor own your pour measure
610	2946_0	solid wine list knowledgeable staff friendly owner adventurous ever changing menu keep u come back	wine list	6--15	1	list adventurous wine
696	272_2	pair food excellent beer tap well price wine list	wine list	67--76	1	list price tap well wine
558	771_0	for next hour half stand crowded lobby area touristy restaurant listen type explanation not seat	lobby area	53--63	-1	listen lobby crowded stand area
1973	831_0	i must say 's little pricey food not spectacular view	food	40--44	-1	little 's food pricey say not view
3249	2686_0	the place small intimate may feel little crowded service excellent 's great friend romantic date special occasion	service	75--82	1	little 's service crowded excellent friend
2930	2968_0	nice ambiance nice little bar good bartender francois good service	bar	27--30	1	little bar service ambiance francois nice
3452	3003_3	the fish fresh piece slice perfection season sushi chef usually little fresh wasabi soy sauce also sometimes sea salt	soy sauce	128--137	1	little fish wasabi soy usually fresh sauce
829	209_0	great romantic place date try get corner booth table little privacy sit close	privacy	80--87	1	little privacy sit
994	614_0	it lot fun live entertainment kind disney type special effect	live entertainment	24--42	1	live effect entertainment
1715	1095_1	the quality food restaurant accompany fantastic live jazz make place perfect 10	live jazz	65--74	1	live jazz make restaurant
1433	2502_0	the space bit small live music jazz night loud cramp	live music	33--43	0	live jazz music
2724	2167_2	the worker also absolutely load bagel cream cheese get little messy	cream cheese	54--66	0	load cheese bagel cream
2722	2167_0	the worker also absolutely load bagel cream cheese get little messy	worker	4--11	0	load the worker get
1392	772_4	in reality maximize potential diner still take phone reservation reallocate table wait lobby	wait	117--124	-1	lobby wait
3339	397_0	try lobster teriyaki rise special roll	lobster teriyaki	8--24	1	lobster rise teriyaki
3279	665_1	i would recommend put name get drink local bar first though wait time	bar	77--80	0	local drink bar
1046	1750_0	located end magnificent block	located	0--7	1	located end
182	926_0	i look forward eat	eat	18--24	1	look eat
1445	2414_1	the pad thai lad nar various dish look good paper i 've well thai food less aesthetically please place	thai food	91--100	0	look lad please well 've i food thai
1493	2278_2	the menu choice similar taste lack flavor look	flavor	55--61	-1	look taste menu lack choice the similar flavor
1048	847_1	looking around i saw room full new yorkers enjoy real meal real restaurant not clubhouse fabulous try see	room	24--28	0	looking enjoy room
1622	3148_0	ive ask cart attendant lotus leaf wrap rice reply back rice walk away	cart attendant	12--26	-1	lotus attendant cart
2276	2190_0	downstairs lounge always good attraction	downstairs lounge	0--17	1	lounge always downstairs attraction
2363	838_1	the aesthetic place like airport lounge	place	23--28	-1	lounge the place aesthetic
1184	1797_1	it 's shame nice convenient place like pink pony ruin lousy service	service	88--95	-1	lousy ruin service
1980	3709_0	my wife fry shrimp huge love	fry shrimp	16--28	1	love fry shrimp my wife
2708	1596_0	our son love pizza certified neapolitan pizzeria home city seattle like nearly much difference personal preference reflection either restaurant	pizza	14--19	1	love restaurant son our seattle pizza
2358	1583_0	i loved the shows	shows	12--17	1	loved the shows
2689	1271_2	the red curry weak tasteless pad thai stick together lumpy rice often overcook seafood pretty sketchy	rice	83--87	-1	lumpy rice stick
3315	2323_0	excellent lunch buffet $ 6 95	lunch buffet	10--22	1	lunch $ buffet excellent
371	298_0	i 've 3 time lunch one favorite city	lunch	27--32	0	lunch 3 time 've
3319	983_2	reasonably price around $ 8 dinner $ 5 lunch delicious filling	lunch	65--70	1	lunch 5 $
329	2078_0	i recently go restaurant co workers lunch amazing time	lunch	60--65	0	lunch amazing
463	2445_1	the bill approximately $ 25 2 lunch without drink	lunch	39--44	0	lunch bill $ drink
2879	186_1	the ambience pretty nice conversation casual lunch would probably best	lunch	62--67	1	lunch casual would conversation
2647	1409_0	i 've lunch buffet chennai couple time i neighborhood	lunch buffet	13--25	0	lunch chennai buffet
487	2786_0	its great place casual date entertain client lunch	lunch	64--69	0	lunch client place
272	3699_0	lunch come pickle slaw no extra charge	lunch	0--5	1	lunch come
259	1413_0	frankly compare lunch versus mud many sandwich shop city no comparison	lunch	53--58	1	lunch compare city
669	2592_0	we go lunch couple week ago saturday i thoroughly impressed food	lunch	17--22	0	lunch couple
1152	2398_0	i never disappoint true strength lay amazingly delicious cheap lunch special	lunch special	99--113	1	lunch delicious cheap lay special
69	2783_1	this consistently great place dine lunch dinner	dinner	56--62	0	lunch dine dinner
68	2783_0	this consistently great place dine lunch dinner	lunch	47--52	0	lunch dinner
584	2397_0	i spice three times twice lunch dinner	lunch	47--52	0	lunch dinner
918	1185_0	it 's great place pick cheap lunch dinner	lunch	38--43	1	lunch dinner
2560	1346_2	overall ingredient technique i encourage enough return lunch dinner see whether boldness flavour palette improve	lunch	89--94	0	lunch dinner
735	3421_0	probably much busy lunch 's seldom crowd dinner close downtown	lunch	25--30	0	lunch dinner busy 's
919	1185_1	it 's great place pick cheap lunch dinner	dinner	47--53	1	lunch dinner cheap pick
3494	1398_4	delicious food excellent service pretty atmosphere make great choice dinner $ 5 99 lunch buffet make even good choice lunch	dinner	88--94	1	lunch dinner great buffet choice
464	2445_2	the bill approximately $ 25 2 lunch without drink	drink	53--59	0	lunch drink without
428	2062_0	get back lunch tamarind excellent	lunch	19--24	1	lunch excellent get
3069	1428_0	i go lunch not good i expect review i read	lunch	17--22	0	lunch good
562	823_0	also good client lunch meeting esp	lunch meeting	21--35	0	lunch meeting esp
1127	2444_0	the secret lunch menu offer complimentary appetizer every entree order	lunch menu	18--28	1	lunch menu offer
2455	733_1	in crappy part town find good value lunch place great	lunch	55--60	1	lunch place
3486	547_0	i 've wait time lunch place definitely worth wait	lunch	41--46	0	lunch place
3106	2399_1	they serve free appetizer portion perfect lunch	portion	46--54	1	lunch portion free appetizer
2261	3516_3	the price $ 9 entree dinner even less lunch	lunch	67--72	1	lunch price
3571	2403_0	i say make easy get sat lunch i dont mind	lunch	64--69	0	lunch sat
2561	1346_3	overall ingredient technique i encourage enough return lunch dinner see whether boldness flavour palette improve	dinner	98--104	0	lunch see return dinner enough
3107	2399_2	they serve free appetizer portion perfect lunch	serve	9--15	0	lunch serve they
1578	835_0	the food expensive spend $ 160 lunch two extremely tasty	lunch	47--52	-1	lunch tasty spend two
462	2445_0	the bill approximately $ 25 2 lunch without drink	bill	4--8	0	lunch the bill
1694	3536_0	the lunch special absolute steal	lunch special	4--17	1	lunch the steal special
1654	1339_0	went late weekday lunch	lunch	24--29	0	lunch went
966	3188_0	went office lunch	office lunch	18--30	0	lunch went office
972	1948_1	we 've follow chef lyle 's food around new york 15 year remain classic innovation bistro fare make u return return	chef	21--25	1	lyle chef
1726	1986_0	if presentation service thing magic show work	service	20--27	1	magic service
3526	802_0	one favorite though angry lobster cold lobster salad magnificent	angry lobster	35--48	1	magnificent lobster angry favorite though
3374	2995_1	i really like scallop mahi mahi saffron risotto yum	mahi mahi saffron risotto	40--69	1	mahi like risotto i saffron scallop yum
1558	2453_2	my husband say portion small main course good eat portion would 've fine	main course	56--67	-1	main good course
2599	3265_3	i must warn reader portion size small especially appetizer plan eat full not intend order chef 's special tasting menu prepare order pay appetizer 1 dish person portion not share main entree cold udon end meal	main entree	303--314	0	main meal entree
2891	512_0	took mom mother 's day maitre ' pretty rude	maitre '	38--47	-1	maitre ' rude
165	858_1	service highly refine seating delay 35 minute past reservation maitre ' apologized regularly keep u apprise progress	maitre	91--97	1	maitre apologized ' reservation
1931	3505_0	when 's not make authentic neapolitan pizza open brick oven lightly fry zucchini blossom 's visit regular grow legion check newcomer	neapolitan pizza	31--47	1	make authentic neapolitan pizza
1424	2187_0	the drink always well make wine selection fairly price	drink	4--10	1	make drink the
2641	2550_0	once run gnocchi make scratch	gnocchi	21--27	0	make gnocchi
178	1474_2	yes use fancy ingredient even fancy ingredient n't make good pizza unless someone know get crust right	pizza	80--85	-1	make good pizza
1217	438_0	they pray food gods make good pizza like vt 's	pizza	54--59	-1	make good pizza
3532	629_1	the place 's decor hidden bathroom make good laugh	bathroom	29--38	1	make hidden place bathroom decor
1988	16_0	night without reservation wait bar little manager nice make wait great experience	manager	83--90	1	make little bar manager
3509	1038_2	the service mediocre lack air conditioning make less comfortable meal	meal	92--96	-1	make meal comfortable
2105	3417_0	while new restaurant still feature much classical furniture make tiffin attractive menu overhaul	classical furniture	57--76	1	make much classical furniture
1991	16_3	night without reservation wait bar little manager nice make wait great experience	wait	116--120	1	make night experience wait
3256	3016_1	i would not disappointed portion quality good enough make not	quality	63--72	-1	make quality portion enough
2430	273_0	we party private room make truly memorable helpful planning	private room	24--36	0	make room private
1425	2187_1	the drink always well make wine selection fairly price	wine selection	37--51	0	make selection wine
2168	3571_1	the food mediocre best horrible service make vow never go back	service	54--61	-1	make service horrible
1591	3112_0	some server make feel like favor bring food	server	5--12	-1	make some server
3203	2146_0	the staff make feel home food great atmosphere wonderful	staff	4--9	1	make the staff
2775	2040_0	the makhani ok korma bland	makhani	4--11	0	makhani ok
2795	2427_1	this place n't compare mamoun 's term price freshness value consistent quality 's opinion	freshness	60--69	-1	mamoun compare price freshness term value
1008	3332_0	however summer 2003 seem management change great big door replace glass front rid dark romantic getup	management	45--55	0	management change
1273	953_4	with many good restaurant uws i n't need overprice food absurdly arrogant wait staff n't recognize work glorified diner clumsy service management n't care	diner	146--151	-1	management diner glorified recognize n't care
1487	2133_1	during meal management come check u even buy u round drink	meal	11--15	0	management meal
1271	953_2	with many good restaurant uws i n't need overprice food absurdly arrogant wait staff n't recognize work glorified diner clumsy service management n't care	service	160--167	-1	management service
1087	3211_2	after 2 try waiter take away n't even look yet full beer yet drink manager approach tell u need table people reservation	manager	115--122	-1	manager approach
1990	16_2	night without reservation wait bar little manager nice make wait great experience	bar	51--54	0	manager bar
1929	753_0	after 3rd time manager remember treat like usual customer	manager	22--29	1	manager remember 3rd time
2163	335_0	the best part experience know manager bubbly friendly young woman great smile truly care	manager	53--60	1	manager truly
154	738_2	from terrible service bland food not mention unaccommodating manager overall experience horrible	manager	81--89	-1	manager unaccommodating
2743	2080_0	we even visit manager want make sure enjoy	manager	29--36	1	manager want
1470	2297_0	by far best pizza manhattan	pizza	17--22	1	manhattan pizza
687	3631_0	this place many different style pizza amazing	style pizza	30--45	1	many different place style pizza
2373	3565_0	as many choose wander street look window noticing many empty seat except taj mahal	seat	126--131	-1	many mahal noticing empty seat
1369	1279_1	awsome pizza especially margherita slice	margherita	28--39	1	margherita especially pizza
2197	1322_0	one best chicken tikka masala	chicken tikka masala	16--36	1	masala chicken tikka one
3053	1109_0	the garlic mash potato hand best city	garlic mash potato	4--26	1	mash garlic potato hand
1999	2496_1	you rarely wait seat carry mashman green red full flavor come super spicy ask	carry mashman green red	43--71	1	mashman seat green carry flavor red wait
1026	3692_2	but n't ever order bacon late nite either platter sandwich matter n't take place morning frying turn hard almost like back hurt molar	sandwich	59--72	-1	matter sandwich either platter
3558	3511_0	a gentleman maybe manager come table without much smile greeting ask order	manager	23--30	-1	maybe manager come
2666	2155_2	their whitefish salad excellent whitefish little mayo	mayo	64--68	1	mayo little salad
2506	1846_0	the highlight night mayonnaise side fry i receive one food runner not good consider bill nearly $ 100	mayonnaise	35--45	-1	mayonnaise side night
236	250_4	i understand area folk need not come romantic allure ambiance five star service feature sommelier complicated maze captain back waiter come authentic food taste experience	sommelier	128--136	1	maze sommelier
2224	2691_0	what amazing meal experience	meal	16--20	1	meal experience
819	878_0	so want nice enjoyable meal montparnasse go early pre theater prix fixe	meal	33--37	1	meal montparnasse
1245	981_3	nha trang notorious utter lack comfort decor horribly slow wait staff horribly quick meal one best vietnamese restaurant 've ever pho delicious come fresh vegetable	meal	114--119	-1	meal one
222	2302_3	our favorite meal pesto pizza house salad good bottle wine	meal	13--17	1	meal pizza
1047	847_0	looking around i saw room full new yorkers enjoy real meal real restaurant not clubhouse fabulous try see	meal	65--69	1	meal restaurant
2958	649_1	when husband go spend $ 60 00 lobster tails ummmmm need i say i ca n't say place 'll never forget if never go 'll miss a meal life time	meal	174--178	1	meal time
3436	739_2	the food come wrong waiter no find wine show end meal	wine	69--73	-1	meal wine
2351	883_2	we order chicken casserole get small piece chicken dark meat bone	meat	95--99	-1	meat bone
1382	2693_0	i recommend meatball caprese salad bean toast wonderful start meal	meatball	16--25	1	meatball caprese
1256	1287_0	i live neighborhood friend meet not bar scene also promise the pizza place 3am	bar scene	77--86	1	meet bar scene also
2628	61_0	this perfect spot meet friend lunch dinner pre theatre theatre drink	lunch	53--58	1	meet friend lunch
1745	1244_0	were meet friend drink lafayette 161 happen walk thai angel famish	drink	40--45	0	meet happen drink were
1845	2085_2	the one vegetarian entree abby 's treasure actually quite surprise delicious winter melon cover assortment fresh mushroom vegetable	winter melon	101--112	1	melon assortment winter
2680	37_1	the friendly staff member guy bar	bar	50--53	0	member guy bar staff
2679	37_0	the friendly staff member guy bar	staff member	18--30	1	member the bar friendly staff
152	738_0	from terrible service bland food not mention unaccommodating manager overall experience horrible	service	18--25	-1	mention from terrible service
1036	1439_0	they even section menu call american chinese food	menu	32--36	-1	menu american
3324	1119_0	this n't expect menu comprise pad thai tom yum soup i think make place special	menu	25--29	0	menu comprise
1736	2412_0	spice sleek modern cool menu not hurt wallet	menu	39--43	1	menu cool sleek modern spice
2585	2272_0	they offer menu creative drink load alcohol cheeky name cost	menu	20--24	0	menu creative offer
2920	560_0	the dinner menu diverse top notch well	dinner menu	4--15	1	menu dinner well the
3207	2714_0	they diverse menu something everybody	menu	25--29	1	menu diverse they
3130	517_2	three page wine menu one page entree horedevous	horedevous	42--52	1	menu entree horedevous
2214	929_0	everything excellent menu quite extensive eat view side city	menu	29--33	1	menu extensive excellent eat everything
1870	315_0	i n't take look rest menu oyster fantastic	menu	33--37	0	menu fantastic take rest look
2374	347_0	also n't plan ask favorite roll 's not menu ca n't	roll	45--49	-1	menu favorite roll 's
3012	2696_0	we tasting menu unlike review i felt enough food	menu	23--27	1	menu felt tasting
1450	1436_1	pick guizhou chicken fish hot bean source fish fillet spicy source special menu	fish hot bean source	27--52	1	menu fish bean source hot pick guizhou chicken
2074	2848_0	the menu prix fixe prepare spend least $ 60 per person well worth superb food	menu	4--8	-1	menu fixe
2076	2848_2	the menu prix fixe prepare spend least $ 60 per person well worth superb food	prix fixe	12--21	0	menu fixe the prepare prix
1492	2278_1	the menu choice similar taste lack flavor look	menu choice	4--16	0	menu flavor choice
1635	3382_1	the flavor great menu extensive	menu	31--35	1	menu flavor great
92	728_0	with great variety menu i eat often never get bore	menu	30--34	1	menu great with eat variety
3102	2772_1	the table crammed way close menu typical italian restaurant wine list simply overprice	menu	42--46	0	menu list
2774	2455_3	the staff kind well train 're fast always prompt jump behind bar fix drink know detail every item menu make excellent recommendation	menu	156--160	0	menu make every item
1415	276_2	we well attend enthusiastic staff especially manager tony gaskin make excellent suggestion menu selection	menu selection	125--140	1	menu make selection suggestion excellent
332	846_2	the service impeccable unobtrusive staff know know menu present meal attend need	menu	105--109	0	menu meal
2395	3698_0	the menu lot option i hope go back try potato pancake	menu	4--8	1	menu option
2106	3417_1	while new restaurant still feature much classical furniture make tiffin attractive menu overhaul	menu	113--117	-1	menu overhaul
1731	2485_0	the menu change portion even small lentil dish salty beyond edibility basmati rice dish lack flavor	menu	4--8	-1	menu portion
333	846_3	the service impeccable unobtrusive staff know know menu present meal attend need	meal	124--128	0	menu present meal attend
2277	2653_0	the menu price bit expensive get quality portion size	menu price	4--15	-1	menu price the expensive get
515	797_1	for reason seafood menu unavailable except salmon	menu	40--44	-1	menu reason seafood for unavailable
2940	1643_0	stay away two specialty roll menu though much avocado rice fill right quick	roll	33--38	-1	menu roll
514	797_0	for reason seafood menu unavailable except salmon	seafood	25--32	-1	menu seafood
3540	1539_1	we also order two hot dog think would pretty good since whole section menu devote	menu	102--106	0	menu section good whole since
1612	1327_0	the menu seem wide variety dish seafood lover interesting way prepare	menu	4--8	1	menu seem the
478	2479_1	we visit bread bar january restaurant week pleased menu selection service	service	101--108	1	menu selection pleased service
477	2479_0	we visit bread bar january restaurant week pleased menu selection service	menu selection	81--96	1	menu selection service
1452	1436_3	pick guizhou chicken fish hot bean source fish fillet spicy source special menu	special menu	83--95	1	menu spicy special fillet source
678	1884_3	the menu impressive selection range burger steak escargot	escargot	76--84	0	menu steak escargot burger
2738	957_0	the menu consist standard brassiere food good place like balthazar etc	menu	4--8	1	menu the consist
3015	3224_0	the menu may small everything delicious	menu	4--8	-1	menu the delicious
675	1884_0	the menu impressive selection range burger steak escargot	menu	4--8	1	menu the escargot range
95	3436_0	the menu limit almost dish excellent	menu	4--8	-1	menu the limit
377	323_0	the menu look good except offer chilean sea bass server not offer special write board outside	menu	4--8	1	menu the look
245	603_0	the service attentive suggestion menu item right mark	service	4--11	1	menu the service mark
93	2925_0	the menu limited think count 4 5 entree	menu	4--8	-1	menu the think limited
2535	212_1	obv caviar top line rest menu diverse give chance taste many different variety	menu	50--54	1	menu top line rest give
1198	369_0	we laugh finally offer u dessert menu leave 10 percent tip generous i feel	dessert menu	40--52	0	menu u dessert offer
2881	2127_1	terrific menu full unique roll special dish	roll	29--34	1	menu unique full roll
424	3255_0	one early people comment restaurant not get experimenting go menu positive way	menu	116--120	1	menu way
3128	517_0	three page wine menu one page entree horedevous	wine menu	11--20	1	menu wine three horedevous page
2359	2638_0	we could make meal yummy dumpling dumpling menu	dumpling	39--48	1	menu yummy dumpling
2361	2638_2	we could make meal yummy dumpling dumpling menu	dumpling menu	58--71	1	menu yummy dumpling
877	1868_0	my husband mesclun salmon ice cream enjoy 3 course	mesclun	19--26	1	mesclun cream
1209	1541_1	the hot dog cold middle bun stale	bun	45--49	-1	middle cold bun dog
914	2589_1	the plain pizza soggy creative wild mushroom third generation fornini pizza drench truffle oil middle make soggy nothing rest	truffle oil	114--125	0	middle oil truffle
3294	559_1	we 3 hour brunch definitely not rush keep unlimited mimosa flow whole time	mimosa	85--92	1	mimosa flow
632	1022_1	the waitress remembers friendly know regular 's fried mini bun condensed milk assorted fruit bean curd	fry mini bun condensed milk assorted fruit bean curd	92--167	1	mini condensed assorted curd fruit bean regular bun know fried milk
442	504_1	decor nice minimalist food simple yet well present cook wine list match food well	food	30--34	1	minimalist decor food well list cook nice match wine
444	504_3	decor nice minimalist food simple yet well present cook wine list match food well	food	108--112	0	minimalist decor food well list cook nice match wine
2159	3229_0	i think i 've best meal life minnow	meal	31--36	1	minnow meal best
2057	412_0	the miso soup lack flavor fish unfortunately not well prepared past	miso soup	4--13	-1	miso soup the lack
297	3202_1	we particular sushi please every choice include ceviche mix special crab dumpling assort sashimi sushi roll two type sake banana tempura	ceviche mix special	90--111	1	mix ceviche special crab
1280	466_3	the bruschetta bit soggy salad fresh include nice mix green not iceberg dish serve pip hot kitchen	mix green	73--86	1	mix serve green nice
3163	2539_1	the bar various selection mixed drink special catcher 2 1 's	mixed drink special	39--58	1	mixed catcher special drink
2100	1023_1	they 've best dessert mixed drink well snack food	mixed drink	30--42	1	mixed dessert drink 've
2275	1488_1	the sicilian favorite moist not dry like place pizza great	sicilian	4--12	1	moist sicilian
1028	3692_4	but n't ever order bacon late nite either platter sandwich matter n't take place morning frying turn hard almost like back hurt molar	back	181--186	-1	molar back
